               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.015541,           0.0049481,           0.0022657,             0.91006,              0.9113,             0.93624,             0.73033,            0.013993,           0.0035164,            0.011602,            0.002377,            0.002377,            0.002377
                 156,             0.01486,           0.0050592,           0.0020862,             0.90876,             0.91556,              0.9353,             0.73507,            0.013984,           0.0034959,            0.011942,           0.0023275,           0.0023275,           0.0023275
                 157,            0.014947,           0.0048631,           0.0023823,             0.90958,             0.91223,             0.93663,             0.73299,            0.014097,           0.0034445,            0.012699,            0.002278,            0.002278,            0.002278
                 158,            0.015049,           0.0049736,           0.0023045,             0.90021,             0.92125,             0.94281,             0.73822,            0.013839,           0.0034766,            0.011476,           0.0022285,           0.0022285,           0.0022285
                 159,            0.014685,           0.0050325,           0.0022317,             0.91434,             0.91124,             0.94227,             0.73994,            0.013871,           0.0034723,            0.010723,            0.002179,            0.002179,            0.002179
                 160,            0.015391,           0.0049895,           0.0025758,             0.90257,             0.93086,             0.94027,             0.73576,            0.013898,           0.0034847,            0.011457,           0.0021295,           0.0021295,           0.0021295
                 161,            0.015046,           0.0048855,           0.0025714,             0.89057,             0.93637,             0.93983,             0.73644,            0.013839,           0.0034919,            0.011262,             0.00208,             0.00208,             0.00208
                 162,            0.015027,           0.0049203,           0.0024631,             0.91169,             0.93281,             0.94795,             0.73934,            0.013643,           0.0034265,            0.010636,           0.0020305,           0.0020305,           0.0020305
                 163,            0.014621,           0.0048905,           0.0019087,             0.89792,             0.93959,             0.94455,             0.73415,            0.013987,           0.0034025,            0.011322,            0.001981,            0.001981,            0.001981
                 164,            0.014556,           0.0048253,           0.0018854,             0.91597,             0.93129,             0.94616,             0.73879,            0.013877,           0.0033993,            0.011172,           0.0019315,           0.0019315,           0.0019315
                 165,            0.014571,           0.0049851,           0.0016714,             0.89504,             0.92832,             0.94403,             0.73649,            0.013874,           0.0034636,            0.012417,            0.001882,            0.001882,            0.001882
                 166,             0.01468,           0.0048604,           0.0015884,             0.89054,             0.94418,             0.94107,             0.73371,            0.014077,           0.0035327,             0.01199,           0.0018325,           0.0018325,           0.0018325
                 167,            0.014596,           0.0048381,           0.0021977,             0.90352,             0.92911,             0.93836,             0.73502,            0.014062,           0.0034618,            0.012287,            0.001783,            0.001783,            0.001783
                 168,            0.014476,           0.0048095,           0.0015446,             0.92019,             0.92693,              0.9447,             0.73066,            0.014102,           0.0034698,            0.011563,           0.0017335,           0.0017335,           0.0017335
                 169,            0.014569,           0.0046841,           0.0016739,             0.91932,             0.92262,             0.94274,             0.73466,            0.014108,            0.003514,            0.011765,            0.001684,            0.001684,            0.001684
                 170,            0.014103,           0.0047365,           0.0014148,             0.89709,             0.94382,             0.94187,             0.73586,            0.014074,           0.0034927,            0.011884,           0.0016345,           0.0016345,           0.0016345
                 171,            0.014208,           0.0049441,           0.0013131,             0.88322,             0.94667,             0.94353,             0.73585,            0.013991,           0.0035052,            0.011694,            0.001585,            0.001585,            0.001585
                 172,            0.014019,           0.0046014,           0.0017489,              0.8997,             0.93106,              0.9414,             0.73289,            0.013973,           0.0035188,            0.012732,           0.0015355,           0.0015355,           0.0015355
                 173,            0.014236,           0.0048434,           0.0017249,             0.91423,             0.91124,             0.93238,              0.7267,            0.014101,           0.0034881,            0.013391,            0.001486,            0.001486,            0.001486
                 174,            0.013994,           0.0047409,           0.0016723,             0.89082,             0.92891,             0.94122,             0.73151,            0.014293,           0.0034855,            0.012393,           0.0014365,           0.0014365,           0.0014365
                 175,            0.013837,           0.0048159,           0.0017184,             0.91021,             0.91439,             0.93889,             0.73496,            0.014214,           0.0034628,             0.01225,            0.001387,            0.001387,            0.001387
                 176,            0.013766,           0.0047919,           0.0022324,             0.90564,             0.92906,             0.93905,             0.73319,            0.014258,            0.003524,            0.011855,           0.0013375,           0.0013375,           0.0013375
                 177,            0.014134,            0.004821,            0.001918,             0.91043,             0.93996,             0.94805,             0.74435,            0.014271,           0.0035125,            0.011413,            0.001288,            0.001288,            0.001288
                 178,            0.013703,           0.0047559,           0.0016843,             0.92519,              0.9276,              0.9467,              0.7412,            0.014366,           0.0035866,            0.012002,           0.0012385,           0.0012385,           0.0012385
                 179,            0.013423,           0.0047584,           0.0014561,             0.90868,             0.93556,             0.95063,             0.74236,             0.01432,           0.0035596,            0.011211,            0.001189,            0.001189,            0.001189
                 180,            0.013658,           0.0046727,            0.001259,             0.90852,             0.92961,              0.9496,             0.73675,             0.01419,           0.0035612,            0.011457,           0.0011395,           0.0011395,           0.0011395
                 181,            0.013869,           0.0046097,           0.0013071,             0.90591,             0.93273,             0.94052,              0.7327,            0.014233,           0.0035665,            0.012483,             0.00109,             0.00109,             0.00109
                 182,            0.013579,            0.004506,           0.0013018,             0.90594,             0.94021,              0.9477,             0.74134,            0.014118,           0.0035871,            0.011502,           0.0010405,           0.0010405,           0.0010405
                 183,            0.013505,           0.0046759,           0.0015767,              0.9254,             0.92327,              0.9482,             0.73602,            0.014208,           0.0035529,            0.011714,            0.000991,            0.000991,            0.000991
                 184,             0.01342,           0.0045024,           0.0013101,             0.91957,             0.92216,             0.94336,             0.73282,            0.014168,           0.0035604,            0.012328,           0.0009415,           0.0009415,           0.0009415
                 185,            0.013538,           0.0045664,           0.0014149,             0.92122,             0.92318,             0.94758,             0.73712,             0.01418,           0.0035718,            0.012298,            0.000892,            0.000892,            0.000892
                 186,            0.013299,           0.0047419,           0.0018007,             0.91466,             0.92954,             0.94737,             0.73687,            0.014318,           0.0035786,            0.012074,           0.0008425,           0.0008425,           0.0008425
                 187,            0.013149,           0.0045672,           0.0014273,             0.92296,             0.92344,             0.94264,             0.73016,            0.014446,           0.0036201,            0.012385,            0.000793,            0.000793,            0.000793
                 188,            0.013269,            0.004527,            0.001342,             0.91937,             0.93149,             0.94557,             0.74205,            0.014202,           0.0036521,            0.012044,           0.0007435,           0.0007435,           0.0007435
                 189,            0.013092,           0.0045515,           0.0014704,             0.91472,             0.93041,             0.94652,             0.73636,            0.014392,           0.0036244,            0.012501,            0.000694,            0.000694,            0.000694
                 190,            0.013246,           0.0045164,           0.0013258,              0.9071,             0.93127,             0.94253,             0.73326,            0.014388,           0.0036146,              0.0127,           0.0006445,           0.0006445,           0.0006445
                 191,            0.012979,           0.0045695,           0.0013016,             0.91916,             0.93463,             0.94669,             0.73385,            0.014387,           0.0035786,            0.012456,            0.000595,            0.000595,            0.000595
                 192,            0.013005,           0.0045765,           0.0012506,             0.91522,             0.93846,             0.94687,             0.73709,            0.014258,           0.0036151,            0.012377,           0.0005455,           0.0005455,           0.0005455
                 193,            0.012773,           0.0046593,          0.00094024,             0.92062,             0.93015,             0.94663,             0.73708,             0.01428,           0.0035909,            0.012687,            0.000496,            0.000496,            0.000496
                 194,            0.012796,           0.0045532,          0.00098706,             0.91808,             0.93211,             0.94318,             0.73394,            0.014347,           0.0035854,            0.012779,           0.0004465,           0.0004465,           0.0004465
                 195,            0.012699,           0.0045505,           0.0014606,             0.91781,             0.93724,             0.94747,               0.736,            0.014355,            0.003575,             0.01286,            0.000397,            0.000397,            0.000397
                 196,            0.012569,           0.0044046,          0.00092455,             0.92063,             0.94009,             0.94895,             0.73832,            0.014313,           0.0035975,            0.012713,           0.0003475,           0.0003475,           0.0003475
                 197,            0.012868,           0.0045513,           0.0010337,             0.92231,             0.93938,             0.95113,             0.74132,            0.014204,           0.0035854,            0.012524,            0.000298,            0.000298,            0.000298
                 198,            0.012946,           0.0044053,           0.0015793,             0.92918,             0.93452,             0.94697,             0.74131,            0.014183,           0.0035881,            0.012727,           0.0002485,           0.0002485,           0.0002485
                 199,            0.012519,           0.0045069,           0.0013149,             0.92371,             0.93154,             0.94483,             0.73745,            0.014266,           0.0036116,            0.012961,            0.000199,            0.000199,            0.000199
