               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 167,            0.024124,            0.020076,            0.011181,              0.8509,             0.90752,               0.941,              0.7089,            0.016142,           0.0099851,            0.010594,            0.004522,            0.004522,            0.004522
                 168,            0.023968,            0.020407,            0.012071,             0.90302,             0.85118,             0.93958,             0.70719,            0.016387,            0.010129,             0.00995,            0.004489,            0.004489,            0.004489
                 169,            0.024247,            0.019526,            0.011346,             0.89717,             0.85834,             0.94501,             0.71018,            0.015844,           0.0098048,           0.0097852,            0.004456,            0.004456,            0.004456
                 170,            0.023343,            0.019744,            0.010952,             0.81928,             0.93726,             0.93809,             0.70457,            0.015975,             0.01006,           0.0097595,            0.004423,            0.004423,            0.004423
                 171,            0.023539,            0.020934,            0.010813,             0.88919,             0.84901,             0.93128,             0.70889,            0.015866,           0.0098699,           0.0099631,             0.00439,             0.00439,             0.00439
                 172,             0.02404,            0.019762,            0.010569,             0.86264,             0.88244,             0.93504,             0.71293,            0.015982,            0.010015,            0.010245,            0.004357,            0.004357,            0.004357
                 173,            0.023951,            0.020563,            0.010892,             0.88884,             0.89161,             0.94317,             0.71945,            0.015568,            0.009993,           0.0098128,            0.004324,            0.004324,            0.004324
                 174,            0.023587,            0.020032,            0.010597,             0.90079,             0.87827,             0.94177,             0.71703,            0.015767,           0.0098329,            0.009804,            0.004291,            0.004291,            0.004291
                 175,            0.023827,             0.02026,            0.010962,             0.88019,             0.89386,             0.94271,             0.71914,            0.015703,           0.0098272,             0.01002,            0.004258,            0.004258,            0.004258
                 176,            0.023192,            0.020225,            0.010912,             0.84786,             0.89506,             0.93603,             0.71193,            0.015446,           0.0099311,            0.010586,            0.004225,            0.004225,            0.004225
                 177,            0.023902,            0.020296,            0.009987,             0.86922,             0.92573,             0.93964,             0.71258,            0.015476,            0.010038,            0.010735,            0.004192,            0.004192,            0.004192
                 178,             0.02328,            0.020003,            0.011064,             0.85379,             0.91837,             0.94991,             0.72428,             0.01565,            0.010037,            0.010087,            0.004159,            0.004159,            0.004159
                 179,            0.023242,            0.020384,            0.010902,             0.88949,             0.89718,             0.94156,             0.72239,            0.015316,           0.0098077,           0.0098848,            0.004126,            0.004126,            0.004126
                 180,            0.023367,            0.019927,            0.010617,             0.89132,                0.87,             0.93851,             0.71241,            0.015643,            0.010013,            0.010636,            0.004093,            0.004093,            0.004093
                 181,            0.023805,            0.019526,             0.01028,             0.85515,             0.89933,               0.947,             0.72173,             0.01544,            0.009901,           0.0095919,             0.00406,             0.00406,             0.00406
                 182,            0.023565,            0.019368,            0.010461,             0.88243,             0.83905,             0.93628,              0.7115,            0.015395,            0.010027,            0.010955,            0.004027,            0.004027,            0.004027
                 183,            0.023738,             0.02036,            0.010743,             0.88209,              0.8627,              0.9501,             0.72287,            0.015452,           0.0098173,            0.010042,            0.003994,            0.003994,            0.003994
                 184,              0.0229,            0.019418,           0.0098788,             0.84561,             0.91881,             0.94644,             0.72465,            0.015516,            0.010062,            0.010537,            0.003961,            0.003961,            0.003961
                 185,              0.0233,            0.019631,            0.009645,              0.8978,             0.86016,             0.93988,             0.70475,            0.015839,             0.01009,            0.010856,            0.003928,            0.003928,            0.003928
                 186,            0.023404,            0.020339,            0.010421,             0.89302,             0.86883,             0.94393,             0.70688,            0.015993,             0.01009,            0.010471,            0.003895,            0.003895,            0.003895
                 187,            0.023256,            0.019695,            0.010675,             0.90001,             0.87916,             0.94765,             0.71223,            0.015889,            0.010198,           0.0099647,            0.003862,            0.003862,            0.003862
                 188,            0.023295,            0.019551,            0.010152,             0.86469,             0.91023,             0.94994,             0.71339,            0.015813,            0.010039,           0.0095597,            0.003829,            0.003829,            0.003829
                 189,            0.023279,            0.019895,            0.010154,             0.88678,             0.88175,             0.94695,             0.71031,            0.015887,             0.00998,           0.0098241,            0.003796,            0.003796,            0.003796
                 190,            0.023708,            0.019691,            0.010028,             0.89225,             0.90616,             0.94883,              0.7184,            0.016002,           0.0098879,           0.0097079,            0.003763,            0.003763,            0.003763
                 191,            0.022872,            0.019743,           0.0097605,             0.86253,             0.90614,             0.93944,             0.72284,            0.015951,           0.0099509,            0.010663,             0.00373,             0.00373,             0.00373
                 192,            0.023166,            0.020225,            0.010839,             0.87181,             0.91359,             0.94621,             0.72135,               0.016,           0.0099426,           0.0097321,            0.003697,            0.003697,            0.003697
                 193,            0.022979,            0.020323,           0.0097082,              0.8808,             0.90439,             0.94861,             0.71789,             0.01574,           0.0099337,           0.0089346,            0.003664,            0.003664,            0.003664
                 194,            0.022842,             0.01989,           0.0099714,             0.88597,             0.87128,             0.93674,             0.70997,            0.015999,           0.0098079,            0.010231,            0.003631,            0.003631,            0.003631
                 195,            0.022932,             0.02031,            0.010533,             0.87919,             0.87865,             0.94506,             0.72035,            0.015906,            0.009813,            0.010106,            0.003598,            0.003598,            0.003598
                 196,            0.022623,            0.019516,            0.009236,             0.83512,             0.92616,             0.94211,             0.71469,            0.015899,           0.0098488,            0.010369,            0.003565,            0.003565,            0.003565
                 197,            0.023159,            0.020056,            0.009152,             0.87749,             0.88549,             0.94416,             0.71804,            0.015975,            0.010011,            0.010312,            0.003532,            0.003532,            0.003532
                 198,            0.023078,            0.019149,           0.0094189,             0.89181,              0.8783,             0.94412,             0.71741,            0.015579,           0.0098676,           0.0099575,            0.003499,            0.003499,            0.003499
                 199,            0.022273,            0.019781,            0.010687,             0.85812,             0.89559,             0.94533,             0.71327,            0.015426,           0.0099927,             0.01047,            0.003466,            0.003466,            0.003466
                 200,            0.022417,            0.019835,           0.0096989,             0.87766,             0.88476,             0.94774,             0.72135,            0.015257,           0.0097922,           0.0096332,            0.003433,            0.003433,            0.003433
                 201,            0.022679,            0.019462,            0.010059,             0.89497,             0.89191,             0.94216,             0.71802,            0.015387,           0.0099989,            0.010443,              0.0034,              0.0034,              0.0034
                 202,            0.022793,            0.019847,           0.0089948,             0.84412,             0.90517,             0.94002,             0.71899,            0.015444,            0.010003,            0.011278,            0.003367,            0.003367,            0.003367
                 203,            0.022938,            0.020229,           0.0091413,             0.88696,               0.892,             0.94646,             0.72209,            0.015525,           0.0097979,            0.010509,            0.003334,            0.003334,            0.003334
                 204,            0.023191,             0.01992,           0.0099147,             0.87949,             0.88821,             0.94165,             0.71733,            0.015582,           0.0099695,            0.010922,            0.003301,            0.003301,            0.003301
                 205,            0.022478,            0.019932,           0.0094488,              0.8579,             0.90043,             0.94263,             0.71392,             0.01536,           0.0099377,            0.010667,            0.003268,            0.003268,            0.003268
                 206,            0.022434,            0.019561,           0.0093855,             0.86178,             0.89084,             0.93731,             0.71189,            0.015615,            0.010126,            0.010931,            0.003235,            0.003235,            0.003235
                 207,            0.022341,            0.019294,           0.0092819,             0.83253,             0.92998,             0.93183,             0.71271,            0.015618,             0.01012,             0.01165,            0.003202,            0.003202,            0.003202
                 208,            0.022101,            0.019117,           0.0091558,             0.86615,             0.88862,             0.93988,             0.71856,              0.0156,            0.010023,            0.010715,            0.003169,            0.003169,            0.003169
                 209,            0.022378,             0.01945,           0.0089854,             0.88048,             0.87367,             0.93633,             0.71287,            0.015707,           0.0099971,            0.011682,            0.003136,            0.003136,            0.003136
                 210,            0.022487,            0.019129,           0.0090981,             0.87426,             0.88338,             0.93819,             0.71465,            0.015745,           0.0098555,            0.011669,            0.003103,            0.003103,            0.003103
                 211,              0.0222,            0.019335,           0.0092779,             0.86585,             0.88908,             0.93852,             0.71066,             0.01547,           0.0097899,            0.010981,             0.00307,             0.00307,             0.00307
                 212,            0.022257,            0.019263,           0.0083536,             0.86768,             0.90065,             0.94167,             0.71545,            0.015386,           0.0099786,            0.010354,            0.003037,            0.003037,            0.003037
                 213,            0.022349,            0.019312,            0.009082,             0.86057,             0.91914,             0.93849,             0.71572,            0.015021,           0.0099183,              0.0106,            0.003004,            0.003004,            0.003004
                 214,            0.021842,            0.019662,           0.0079335,             0.86295,             0.86837,             0.93502,             0.71324,            0.015303,           0.0098252,            0.011636,            0.002971,            0.002971,            0.002971
                 215,            0.021813,            0.018381,           0.0088093,             0.86871,             0.88887,             0.93827,             0.71184,            0.015199,           0.0097752,            0.011058,            0.002938,            0.002938,            0.002938
                 216,            0.022279,            0.018602,           0.0082598,             0.88427,             0.90142,             0.94202,             0.71789,            0.015249,           0.0097684,            0.010269,            0.002905,            0.002905,            0.002905
                 217,            0.022232,            0.019402,           0.0093946,             0.86529,              0.9001,             0.93672,             0.71517,            0.015374,           0.0099659,            0.010364,            0.002872,            0.002872,            0.002872
                 218,            0.022621,            0.019881,           0.0088331,             0.86503,             0.89277,             0.94785,              0.7218,            0.015313,           0.0098284,           0.0099147,            0.002839,            0.002839,            0.002839
                 219,            0.021767,             0.01857,           0.0082923,             0.85991,             0.91743,             0.94968,             0.72106,            0.015306,             0.00976,           0.0095992,            0.002806,            0.002806,            0.002806
                 220,            0.021785,            0.019186,           0.0082682,              0.9105,             0.87947,             0.94818,             0.72012,            0.015403,           0.0098756,           0.0098748,            0.002773,            0.002773,            0.002773
                 221,            0.022318,            0.019083,           0.0087345,             0.88806,             0.89483,             0.94223,             0.71567,            0.015441,           0.0097962,           0.0099015,             0.00274,             0.00274,             0.00274
                 222,            0.022031,            0.018986,           0.0086497,             0.89576,             0.88998,             0.94837,             0.72432,            0.015309,           0.0098602,           0.0092415,            0.002707,            0.002707,            0.002707
                 223,            0.021741,            0.019038,           0.0083123,             0.89966,             0.90081,             0.94814,             0.72248,            0.015223,           0.0097095,           0.0094757,            0.002674,            0.002674,            0.002674
                 224,              0.0217,            0.018762,           0.0083411,             0.87798,              0.9256,             0.95113,             0.72136,            0.015336,           0.0097657,           0.0090652,            0.002641,            0.002641,            0.002641
                 225,            0.021523,            0.019087,           0.0081975,             0.85538,             0.91404,              0.9471,             0.71891,            0.015336,           0.0097934,            0.010139,            0.002608,            0.002608,            0.002608
                 226,            0.022114,            0.018826,           0.0083576,             0.90443,             0.86814,             0.94153,             0.72107,            0.015294,           0.0097784,             0.01074,            0.002575,            0.002575,            0.002575
                 227,            0.021811,            0.019241,           0.0083356,             0.89022,              0.8895,             0.94799,             0.71735,            0.015409,            0.009855,            0.010047,            0.002542,            0.002542,            0.002542
                 228,            0.022042,            0.019089,           0.0078576,             0.88345,             0.88341,             0.94139,             0.71464,            0.015622,            0.009913,             0.01053,            0.002509,            0.002509,            0.002509
                 229,            0.021611,            0.019312,           0.0077138,             0.87528,             0.87863,             0.93198,             0.70559,             0.01548,           0.0099866,             0.01166,            0.002476,            0.002476,            0.002476
                 230,            0.021804,             0.01914,           0.0079692,             0.88656,              0.8803,             0.94037,             0.71693,            0.015468,           0.0098742,            0.011038,            0.002443,            0.002443,            0.002443
                 231,             0.02131,            0.019509,           0.0077991,             0.88278,             0.89649,             0.94595,              0.7134,            0.015502,           0.0098091,            0.010502,             0.00241,             0.00241,             0.00241
                 232,            0.022157,            0.019321,           0.0081253,             0.88208,              0.8861,             0.94237,             0.71663,             0.01532,           0.0098148,            0.010498,            0.002377,            0.002377,            0.002377
                 233,            0.021235,            0.018736,           0.0083436,             0.88738,             0.89588,             0.94519,             0.72344,             0.01521,           0.0098047,            0.010185,            0.002344,            0.002344,            0.002344
                 234,            0.021439,            0.019248,           0.0077855,             0.88422,             0.90384,             0.94816,             0.71942,            0.015445,           0.0098145,             0.01064,            0.002311,            0.002311,            0.002311
                 235,            0.021369,            0.018208,           0.0079808,             0.88259,             0.90588,             0.94707,             0.71958,            0.015368,           0.0098489,            0.010581,            0.002278,            0.002278,            0.002278
                 236,            0.021844,            0.018959,           0.0079031,             0.87395,             0.90578,             0.94483,             0.71616,            0.015212,           0.0097549,             0.01093,            0.002245,            0.002245,            0.002245
                 237,            0.021169,            0.019203,           0.0074951,             0.87235,             0.89173,             0.94409,             0.72125,            0.015282,           0.0097579,            0.010893,            0.002212,            0.002212,            0.002212
                 238,            0.021384,            0.018156,           0.0080863,             0.88096,             0.86905,             0.93716,             0.71503,            0.015221,            0.009868,            0.011282,            0.002179,            0.002179,            0.002179
                 239,            0.021825,            0.018822,           0.0071907,             0.89153,             0.86993,             0.93602,             0.71691,            0.015185,           0.0097471,            0.010763,            0.002146,            0.002146,            0.002146
                 240,              0.0214,             0.01834,           0.0077808,             0.86852,             0.88474,             0.93855,             0.71706,            0.015433,            0.009855,            0.011136,            0.002113,            0.002113,            0.002113
                 241,            0.021272,             0.01879,           0.0077875,             0.86755,             0.88014,             0.94099,             0.71265,            0.015394,           0.0097932,            0.011463,             0.00208,             0.00208,             0.00208
                 242,            0.021286,            0.018772,           0.0075648,             0.87252,             0.89377,             0.94123,             0.71843,            0.015276,           0.0098477,            0.011378,            0.002047,            0.002047,            0.002047
                 243,            0.021219,            0.018669,           0.0068075,             0.87807,             0.89122,             0.94009,             0.72119,            0.015167,           0.0097551,            0.011556,            0.002014,            0.002014,            0.002014
                 244,            0.021341,            0.018242,           0.0081346,               0.877,             0.88555,              0.9442,             0.72885,            0.015128,           0.0096835,            0.010999,            0.001981,            0.001981,            0.001981
                 245,            0.021066,             0.01871,           0.0073849,             0.90562,             0.86207,             0.94373,              0.7274,            0.015165,            0.009769,            0.010469,            0.001948,            0.001948,            0.001948
                 246,            0.021108,            0.018617,           0.0075658,             0.90799,             0.86572,             0.94336,             0.72558,            0.015046,           0.0097383,            0.010104,            0.001915,            0.001915,            0.001915
                 247,             0.02076,            0.018017,           0.0069618,             0.88926,             0.87966,             0.93964,             0.72056,            0.015155,           0.0097264,            0.010258,            0.001882,            0.001882,            0.001882
                 248,            0.021051,            0.018143,             0.00688,             0.87498,             0.89153,             0.94316,             0.72285,            0.015202,           0.0098462,            0.010374,            0.001849,            0.001849,            0.001849
                 249,             0.02128,            0.018944,           0.0073311,             0.87652,             0.88902,             0.93908,             0.71589,            0.015153,           0.0097768,            0.011167,            0.001816,            0.001816,            0.001816
                 250,             0.02141,            0.018325,           0.0067744,             0.88045,             0.86999,             0.94319,             0.72177,            0.015056,           0.0097628,            0.010718,            0.001783,            0.001783,            0.001783
                 251,            0.021014,            0.018363,           0.0064673,              0.8762,              0.8952,             0.94319,             0.72186,            0.015198,           0.0097705,            0.010933,             0.00175,             0.00175,             0.00175
                 252,            0.021043,            0.018598,           0.0072763,             0.88795,               0.874,             0.93867,             0.71669,            0.015286,           0.0098163,            0.011589,            0.001717,            0.001717,            0.001717
                 253,            0.020725,            0.018436,           0.0068145,             0.88456,             0.89632,             0.93787,             0.72048,            0.015313,           0.0099007,            0.011349,            0.001684,            0.001684,            0.001684
                 254,            0.020521,            0.018053,           0.0074396,              0.8928,             0.89012,             0.94175,             0.72717,            0.015288,           0.0098411,            0.011055,            0.001651,            0.001651,            0.001651
                 255,            0.020544,              0.0179,            0.006954,             0.88522,             0.89855,              0.9458,             0.72699,            0.015291,           0.0098681,            0.010438,            0.001618,            0.001618,            0.001618
                 256,            0.021205,            0.018545,           0.0070288,             0.90258,             0.89042,             0.94312,             0.71858,            0.015295,           0.0099025,            0.010772,            0.001585,            0.001585,            0.001585
                 257,            0.020915,            0.018374,            0.006546,             0.88856,             0.88059,             0.94179,             0.71736,            0.015435,           0.0099167,            0.011214,            0.001552,            0.001552,            0.001552
                 258,            0.020542,             0.01732,           0.0071221,             0.87463,             0.88101,             0.94186,             0.71653,            0.015491,            0.009979,            0.011077,            0.001519,            0.001519,            0.001519
                 259,            0.020985,            0.019345,           0.0070176,             0.87256,             0.89042,             0.94074,             0.72169,            0.015362,           0.0099993,            0.010725,            0.001486,            0.001486,            0.001486
                 260,            0.020217,            0.017507,           0.0061412,             0.87496,             0.89852,             0.93672,             0.72319,            0.015237,           0.0099193,            0.010493,            0.001453,            0.001453,            0.001453
                 261,            0.020357,            0.018146,            0.006698,             0.89985,             0.88267,              0.9386,             0.71654,            0.015354,            0.009933,            0.010649,             0.00142,             0.00142,             0.00142
                 262,            0.020361,            0.018694,           0.0072362,             0.86541,             0.91967,             0.93965,             0.71545,            0.015272,           0.0099421,            0.010235,            0.001387,            0.001387,            0.001387
                 263,            0.021025,             0.01845,           0.0072428,             0.84713,             0.91297,             0.93446,             0.71433,             0.01524,           0.0099038,            0.010927,            0.001354,            0.001354,            0.001354
                 264,            0.020531,             0.01814,           0.0064981,             0.87073,             0.89161,             0.93557,             0.71683,            0.015229,           0.0098821,            0.011415,            0.001321,            0.001321,            0.001321
                 265,            0.020692,            0.018749,           0.0070545,             0.89022,             0.88858,             0.93992,             0.71774,            0.015245,             0.00984,            0.011211,            0.001288,            0.001288,            0.001288
                 266,            0.020479,            0.018656,           0.0057516,             0.85846,             0.91587,             0.94023,             0.71747,            0.015342,           0.0099127,            0.010662,            0.001255,            0.001255,            0.001255
                 267,            0.020324,            0.018283,           0.0064451,             0.88029,             0.86643,             0.93695,             0.71572,            0.015375,           0.0098638,             0.01139,            0.001222,            0.001222,            0.001222
                 268,            0.020433,            0.018178,           0.0063122,             0.89243,             0.88426,              0.9439,             0.71974,            0.015319,           0.0099072,            0.011072,            0.001189,            0.001189,            0.001189
                 269,            0.020237,            0.018228,            0.006583,             0.90181,             0.88217,             0.94593,             0.72334,            0.015253,           0.0098447,            0.010616,            0.001156,            0.001156,            0.001156
                 270,            0.020288,            0.018113,           0.0062064,             0.89203,              0.8806,             0.94371,             0.72018,            0.015393,            0.009852,            0.010601,            0.001123,            0.001123,            0.001123
                 271,            0.020453,            0.017866,           0.0064334,             0.87819,             0.88565,             0.94077,             0.71985,            0.015354,           0.0098528,            0.011166,             0.00109,             0.00109,             0.00109
                 272,            0.020265,            0.017379,            0.006287,             0.87447,             0.88802,             0.93981,             0.72141,            0.015264,           0.0098818,            0.011388,            0.001057,            0.001057,            0.001057
                 273,            0.019866,            0.017997,           0.0062185,             0.87872,             0.89632,             0.94234,             0.71913,            0.015202,           0.0097982,            0.010726,            0.001024,            0.001024,            0.001024
                 274,            0.019852,              0.0181,           0.0058463,              0.8899,             0.87814,             0.94192,             0.72074,            0.015202,           0.0098435,            0.010704,            0.000991,            0.000991,            0.000991
                 275,            0.020027,             0.01789,           0.0058695,             0.88524,             0.88615,             0.94472,             0.72251,            0.015298,           0.0098575,            0.011063,            0.000958,            0.000958,            0.000958
                 276,            0.019862,            0.018077,            0.005539,             0.87803,             0.87413,             0.93716,             0.71526,            0.015252,           0.0097715,            0.011865,            0.000925,            0.000925,            0.000925
                 277,            0.020127,            0.018379,           0.0060776,             0.88895,              0.8703,             0.93947,              0.7221,            0.015286,           0.0098212,            0.011272,            0.000892,            0.000892,            0.000892
                 278,            0.019998,            0.017281,           0.0065469,             0.82736,              0.9376,             0.94452,             0.72665,            0.015367,           0.0099121,            0.010928,            0.000859,            0.000859,            0.000859
                 279,            0.020281,            0.018158,           0.0062002,             0.88086,             0.86985,             0.93841,             0.71861,            0.015397,           0.0099068,            0.011479,            0.000826,            0.000826,            0.000826
                 280,            0.019456,            0.018078,           0.0055411,             0.88777,             0.85874,             0.93597,             0.71456,            0.015369,           0.0099254,            0.011634,            0.000793,            0.000793,            0.000793
                 281,            0.020151,            0.018192,           0.0050536,             0.88423,             0.86305,             0.93884,             0.71613,            0.015363,           0.0099411,            0.011537,             0.00076,             0.00076,             0.00076
                 282,            0.019844,            0.018468,           0.0055015,             0.84946,             0.91694,             0.94238,             0.71778,            0.015316,           0.0099856,            0.011196,            0.000727,            0.000727,            0.000727
                 283,            0.019749,            0.018101,           0.0056216,              0.8942,             0.87857,             0.94261,             0.72146,             0.01528,            0.010012,             0.01139,            0.000694,            0.000694,            0.000694
                 284,            0.019899,            0.018043,            0.005924,             0.84937,             0.90557,             0.94205,             0.71855,             0.01528,           0.0099907,            0.011441,            0.000661,            0.000661,            0.000661
                 285,            0.019476,            0.017911,            0.005372,             0.84421,             0.92333,             0.94033,             0.71801,            0.015356,           0.0099938,            0.011674,            0.000628,            0.000628,            0.000628
                 286,            0.019565,            0.017659,           0.0058214,             0.84641,               0.924,             0.94039,             0.71621,            0.015395,           0.0099539,            0.011546,            0.000595,            0.000595,            0.000595
                 287,            0.020305,            0.018147,           0.0061236,             0.89687,             0.88095,             0.94315,             0.71351,            0.015318,           0.0098981,            0.011151,            0.000562,            0.000562,            0.000562
                 288,            0.019762,            0.018099,           0.0053949,             0.88182,             0.88179,             0.94199,             0.71772,            0.015378,           0.0099339,            0.011481,            0.000529,            0.000529,            0.000529
                 289,            0.019241,            0.017213,           0.0051417,             0.88085,             0.87579,             0.94183,             0.71589,            0.015377,           0.0099978,            0.011899,            0.000496,            0.000496,            0.000496
                 290,            0.019587,             0.01752,           0.0055234,             0.88422,             0.88773,             0.94153,             0.71494,            0.015381,            0.010017,             0.01184,            0.000463,            0.000463,            0.000463
                 291,            0.019569,            0.017914,           0.0056291,              0.8749,             0.89632,             0.94154,             0.71519,            0.015455,            0.010022,            0.011716,             0.00043,             0.00043,             0.00043
                 292,            0.019607,            0.017782,            0.005242,             0.89314,             0.87701,             0.94097,             0.71355,            0.015453,           0.0099843,            0.011459,            0.000397,            0.000397,            0.000397
                 293,            0.019137,            0.017595,           0.0052275,             0.89023,              0.8943,             0.94149,             0.71726,            0.015377,           0.0099431,            0.011341,            0.000364,            0.000364,            0.000364
                 294,            0.019373,            0.017423,           0.0054799,             0.89377,             0.88681,             0.93958,             0.71265,            0.015386,           0.0099321,            0.011199,            0.000331,            0.000331,            0.000331
                 295,            0.019534,            0.017068,           0.0055905,             0.89029,             0.88195,             0.94031,             0.71457,            0.015361,           0.0099613,            0.011174,            0.000298,            0.000298,            0.000298
                 296,            0.019898,            0.017963,           0.0055808,             0.88384,             0.88589,             0.93964,             0.71929,              0.0153,           0.0099111,            0.011126,            0.000265,            0.000265,            0.000265
                 297,            0.019358,            0.017289,           0.0051368,             0.84757,             0.92466,             0.93915,             0.71704,            0.015245,           0.0099178,            0.011163,            0.000232,            0.000232,            0.000232
                 298,            0.019397,             0.01719,           0.0053753,             0.89337,             0.87954,              0.9404,             0.71839,             0.01524,           0.0099117,            0.011272,            0.000199,            0.000199,            0.000199
                 299,            0.019236,            0.017164,           0.0051659,              0.8883,             0.87707,             0.93881,             0.71885,            0.015256,           0.0099216,            0.011371,            0.000166,            0.000166,            0.000166
