               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.040583,            0.029473,            0.035003,             0.39435,             0.83873,             0.51794,              0.3219,            0.023256,            0.012775,            0.027434,            0.009505,            0.009505,            0.009505
                  17,            0.040065,            0.028557,            0.034966,             0.36443,             0.91404,             0.52115,             0.33029,            0.022321,            0.012804,            0.026977,            0.009472,            0.009472,            0.009472
                  18,             0.03945,            0.029488,            0.035057,             0.42156,             0.91365,              0.5777,             0.36436,             0.02235,            0.012819,            0.027093,            0.009439,            0.009439,            0.009439
                  19,            0.038461,            0.029287,            0.034612,              0.3999,             0.89401,             0.57504,             0.35904,            0.022019,            0.012795,            0.026781,            0.009406,            0.009406,            0.009406
                  20,             0.03848,            0.027533,             0.03406,             0.42273,             0.89829,             0.55713,             0.35239,            0.022288,            0.012607,            0.025679,            0.009373,            0.009373,            0.009373
                  21,            0.037127,             0.02838,            0.033623,             0.49785,             0.82244,             0.58248,             0.35025,            0.023358,            0.012462,             0.02582,             0.00934,             0.00934,             0.00934
                  22,            0.037722,            0.028087,            0.033118,             0.46442,             0.89458,             0.60675,             0.39101,            0.021207,            0.012103,            0.025555,            0.009307,            0.009307,            0.009307
                  23,            0.037185,            0.028986,            0.033228,              0.4715,             0.88381,             0.64207,             0.38538,            0.022065,            0.012493,            0.024784,            0.009274,            0.009274,            0.009274
                  24,            0.037782,            0.027374,             0.03199,             0.48172,             0.84338,              0.6568,             0.41488,            0.022075,            0.012391,            0.024389,            0.009241,            0.009241,            0.009241
                  25,            0.036392,            0.027377,            0.032102,             0.52144,             0.87618,             0.66645,             0.43841,            0.020986,            0.012053,            0.024738,            0.009208,            0.009208,            0.009208
                  26,            0.036255,            0.027476,            0.031989,             0.51239,             0.87204,             0.66695,             0.43014,            0.020214,            0.011783,            0.023731,            0.009175,            0.009175,            0.009175
                  27,             0.03538,            0.026948,            0.030945,             0.49857,             0.88814,              0.6846,             0.43514,            0.020607,            0.012071,            0.023366,            0.009142,            0.009142,            0.009142
                  28,            0.035426,            0.026209,            0.030783,             0.52419,             0.89537,             0.70104,             0.45689,            0.019994,            0.011487,            0.022836,            0.009109,            0.009109,            0.009109
                  29,            0.035735,            0.026884,             0.02962,             0.50562,             0.84983,             0.66999,             0.44374,             0.02026,            0.011981,            0.023739,            0.009076,            0.009076,            0.009076
                  30,            0.035135,            0.026618,            0.030283,              0.5236,              0.8893,             0.69975,             0.46083,            0.020121,            0.011628,            0.022906,            0.009043,            0.009043,            0.009043
                  31,            0.035122,            0.026452,            0.029973,             0.50917,             0.87745,             0.70834,             0.44798,            0.020354,            0.012106,            0.021726,             0.00901,             0.00901,             0.00901
                  32,            0.034384,            0.025814,            0.029635,             0.49662,             0.88458,             0.71231,             0.47659,            0.020601,            0.011957,            0.022243,            0.008977,            0.008977,            0.008977
                  33,             0.03524,             0.02614,            0.028397,             0.51188,              0.9208,             0.72119,             0.47065,            0.020296,            0.011792,            0.021294,            0.008944,            0.008944,            0.008944
                  34,            0.033707,            0.025106,            0.029144,             0.51078,             0.83038,             0.74015,              0.4838,            0.020825,            0.011822,            0.022407,            0.008911,            0.008911,            0.008911
                  35,            0.033641,            0.026382,            0.028298,             0.50319,             0.90576,             0.74158,             0.47544,            0.020048,            0.011452,            0.021087,            0.008878,            0.008878,            0.008878
                  36,            0.033719,            0.026283,            0.027135,             0.53068,             0.88689,             0.73959,             0.50367,            0.020259,            0.011574,            0.021366,            0.008845,            0.008845,            0.008845
                  37,             0.03362,            0.025433,            0.027753,             0.55968,             0.87591,             0.76236,             0.51706,            0.019109,            0.011564,            0.020934,            0.008812,            0.008812,            0.008812
                  38,            0.033226,            0.025758,            0.027759,             0.58174,              0.9123,             0.76812,             0.50266,            0.019633,            0.011432,            0.020315,            0.008779,            0.008779,            0.008779
                  39,            0.033212,            0.025271,            0.028037,              0.5981,             0.87004,             0.77915,             0.52555,            0.019228,            0.011427,            0.020577,            0.008746,            0.008746,            0.008746
                  40,            0.033299,            0.025921,            0.027454,             0.59668,             0.88103,             0.77666,             0.52918,            0.018959,            0.011371,              0.0196,            0.008713,            0.008713,            0.008713
                  41,            0.032932,            0.025168,            0.026754,             0.65275,             0.88131,             0.81191,             0.55137,            0.018771,            0.011393,            0.018215,             0.00868,             0.00868,             0.00868
                  42,            0.032931,            0.024953,            0.026308,             0.62809,             0.86253,             0.80472,             0.56124,            0.019305,            0.011329,            0.019039,            0.008647,            0.008647,            0.008647
                  43,             0.03216,            0.025745,            0.025662,             0.67533,             0.85361,             0.81803,             0.55379,            0.019193,            0.011326,            0.018928,            0.008614,            0.008614,            0.008614
                  44,             0.03236,            0.024368,            0.025729,             0.69461,             0.86989,              0.8414,             0.55779,            0.019389,            0.011441,             0.01844,            0.008581,            0.008581,            0.008581
                  45,            0.031799,            0.025582,            0.025359,             0.68099,             0.86625,              0.8517,             0.59987,            0.018804,            0.011307,            0.017351,            0.008548,            0.008548,            0.008548
                  46,            0.032213,             0.02465,            0.024768,             0.74803,             0.83537,             0.85055,             0.60109,            0.018712,            0.010922,            0.017516,            0.008515,            0.008515,            0.008515
                  47,            0.031898,            0.024976,            0.025045,              0.7815,             0.75414,              0.8308,             0.56256,            0.019032,             0.01111,            0.018822,            0.008482,            0.008482,            0.008482
                  48,            0.031845,            0.024429,            0.024382,             0.73915,             0.80371,             0.84641,             0.59392,            0.019126,            0.011423,            0.018189,            0.008449,            0.008449,            0.008449
                  49,            0.032069,            0.024027,            0.024189,             0.77073,             0.80856,             0.86113,             0.60178,            0.018624,            0.011253,            0.017232,            0.008416,            0.008416,            0.008416
                  50,            0.031571,            0.024783,            0.023948,             0.77796,             0.80584,             0.88185,             0.61571,            0.018338,            0.011136,            0.016703,            0.008383,            0.008383,            0.008383
                  51,            0.031571,            0.024627,            0.024131,             0.75953,              0.8629,             0.88147,             0.62598,            0.018354,            0.011007,            0.016744,             0.00835,             0.00835,             0.00835
                  52,            0.031871,            0.024434,             0.02282,             0.71391,             0.86484,             0.87155,             0.60784,            0.018305,            0.010853,            0.016829,            0.008317,            0.008317,            0.008317
                  53,             0.03066,            0.023799,             0.02451,             0.68645,             0.83216,             0.83481,              0.5663,            0.019433,            0.011467,            0.019919,            0.008284,            0.008284,            0.008284
                  54,            0.030811,            0.023486,            0.022868,             0.78748,             0.81283,             0.89142,             0.64486,            0.018132,            0.011123,            0.016025,            0.008251,            0.008251,            0.008251
                  55,             0.03098,            0.024097,             0.02304,             0.77228,             0.79837,             0.87014,             0.61594,            0.018135,            0.010798,            0.017348,            0.008218,            0.008218,            0.008218
                  56,            0.030461,            0.024171,            0.022261,              0.8361,             0.84875,             0.90152,             0.64204,            0.018253,             0.01068,            0.015941,            0.008185,            0.008185,            0.008185
                  57,             0.03127,            0.024823,              0.0226,             0.78446,              0.8156,              0.8883,             0.63662,            0.017934,            0.010734,            0.016451,            0.008152,            0.008152,            0.008152
                  58,            0.030174,            0.023472,             0.02204,             0.81775,             0.83864,             0.90583,             0.63983,            0.017944,            0.010898,             0.01563,            0.008119,            0.008119,            0.008119
                  59,            0.030227,            0.024421,             0.02204,             0.79723,             0.86138,             0.90737,             0.65121,            0.017638,            0.010848,            0.014918,            0.008086,            0.008086,            0.008086
                  60,            0.029971,            0.024422,            0.021506,             0.81882,             0.85801,               0.898,             0.62591,            0.018042,            0.010901,             0.01545,            0.008053,            0.008053,            0.008053
                  61,            0.030881,            0.024001,            0.021488,             0.86154,             0.78299,             0.88733,             0.63267,            0.017874,            0.010758,            0.015512,             0.00802,             0.00802,             0.00802
                  62,            0.030352,            0.023114,            0.020762,             0.78124,             0.85836,             0.88227,             0.62401,            0.017523,            0.010631,            0.016485,            0.007987,            0.007987,            0.007987
                  63,            0.030056,            0.023054,            0.021035,              0.8312,             0.81909,             0.87384,             0.62346,            0.017466,             0.01095,            0.015556,            0.007954,            0.007954,            0.007954
                  64,            0.029531,            0.023695,            0.020822,             0.86585,             0.84531,             0.90398,             0.66164,            0.017468,            0.010714,            0.014937,            0.007921,            0.007921,            0.007921
                  65,             0.02965,            0.023171,            0.020911,             0.83171,             0.86162,             0.89813,             0.65306,            0.018048,            0.010856,            0.015537,            0.007888,            0.007888,            0.007888
                  66,            0.029426,            0.024042,            0.020957,             0.81397,             0.86181,             0.91653,             0.66965,            0.018007,            0.010965,            0.014632,            0.007855,            0.007855,            0.007855
                  67,            0.029773,            0.023946,            0.019747,             0.84387,             0.80018,             0.90025,             0.65574,            0.017797,            0.010669,            0.015065,            0.007822,            0.007822,            0.007822
                  68,            0.029795,            0.023745,            0.020625,             0.83771,             0.84722,             0.90495,             0.64011,            0.018971,            0.011204,            0.014679,            0.007789,            0.007789,            0.007789
                  69,            0.029148,            0.023426,            0.019689,             0.83791,             0.88349,             0.91484,             0.66921,            0.017026,            0.010746,            0.014085,            0.007756,            0.007756,            0.007756
                  70,            0.028993,            0.023636,            0.019837,             0.83852,             0.85294,             0.90843,              0.6485,            0.017524,             0.01081,            0.014384,            0.007723,            0.007723,            0.007723
                  71,            0.028731,            0.023142,            0.019862,             0.82039,             0.87471,              0.9029,             0.65392,            0.017378,            0.010679,            0.014844,             0.00769,             0.00769,             0.00769
                  72,            0.028812,            0.023083,            0.019812,              0.7972,             0.86397,             0.90709,             0.65129,            0.017957,            0.010784,            0.015163,            0.007657,            0.007657,            0.007657
                  73,            0.028134,            0.022721,            0.019214,             0.84594,             0.84018,             0.91165,              0.6627,            0.017216,             0.01083,            0.013856,            0.007624,            0.007624,            0.007624
                  74,            0.028641,            0.023195,            0.018962,             0.86436,              0.8865,             0.91177,             0.65517,            0.017126,            0.010383,            0.013921,            0.007591,            0.007591,            0.007591
                  75,            0.029477,            0.023122,            0.019145,             0.85085,              0.8514,             0.91723,             0.67016,            0.017114,            0.010783,            0.013762,            0.007558,            0.007558,            0.007558
                  76,            0.028923,            0.023028,            0.019015,             0.82756,             0.83115,             0.91577,             0.66371,            0.017133,            0.010518,            0.014282,            0.007525,            0.007525,            0.007525
                  77,            0.028443,            0.023347,            0.018961,              0.8459,             0.80475,             0.89403,             0.64676,            0.017474,            0.010805,            0.015001,            0.007492,            0.007492,            0.007492
                  78,            0.028584,            0.022761,            0.018236,             0.82851,             0.85326,             0.89911,             0.65053,            0.017562,            0.010564,            0.014519,            0.007459,            0.007459,            0.007459
                  79,            0.027717,            0.023019,            0.018574,             0.83975,             0.81623,             0.90923,             0.66108,            0.017082,            0.010511,            0.014521,            0.007426,            0.007426,            0.007426
                  80,            0.028537,            0.021821,            0.018704,             0.84321,              0.8449,             0.92088,             0.67634,            0.017051,            0.010452,             0.01358,            0.007393,            0.007393,            0.007393
                  81,            0.028336,            0.022162,            0.018034,             0.88598,             0.85562,             0.92824,             0.67375,            0.017079,            0.010491,            0.012488,             0.00736,             0.00736,             0.00736
                  82,            0.028074,            0.022645,             0.01844,             0.85204,             0.85313,              0.9337,             0.67137,            0.017847,             0.01065,            0.013482,            0.007327,            0.007327,            0.007327
                  83,            0.027891,            0.023133,            0.018437,             0.82895,             0.85678,             0.91262,              0.6631,            0.017218,            0.010757,            0.013903,            0.007294,            0.007294,            0.007294
                  84,            0.028303,            0.022541,            0.017821,              0.7972,             0.85589,             0.90924,             0.65734,            0.018279,            0.010762,            0.014543,            0.007261,            0.007261,            0.007261
                  85,            0.027345,            0.023323,            0.018139,             0.86286,             0.84444,             0.91984,             0.67174,            0.016881,             0.01078,            0.012761,            0.007228,            0.007228,            0.007228
                  86,            0.027576,            0.021918,            0.018116,             0.88872,              0.7814,             0.91752,             0.67065,            0.017367,            0.010587,            0.014213,            0.007195,            0.007195,            0.007195
                  87,             0.02766,            0.022362,            0.018119,             0.83881,             0.85937,             0.92475,              0.6841,            0.016925,            0.010612,            0.012979,            0.007162,            0.007162,            0.007162
                  88,            0.027529,            0.022277,            0.016926,             0.88697,             0.87372,             0.92455,              0.6954,            0.017014,            0.010481,            0.012479,            0.007129,            0.007129,            0.007129
                  89,            0.027435,             0.02211,            0.017763,             0.84677,             0.89467,             0.93198,             0.69057,             0.01693,            0.010371,            0.012532,            0.007096,            0.007096,            0.007096
                  90,            0.027084,            0.021586,             0.01714,             0.87057,             0.83687,             0.91199,             0.66051,            0.017336,            0.010405,            0.014528,            0.007063,            0.007063,            0.007063
                  91,            0.027991,            0.021855,            0.016928,             0.78942,             0.87863,             0.90519,               0.651,            0.017922,            0.010742,            0.015041,             0.00703,             0.00703,             0.00703
                  92,            0.027796,             0.02196,            0.017086,             0.85762,             0.84759,             0.91659,             0.66271,            0.017183,            0.010619,            0.012731,            0.006997,            0.006997,            0.006997
                  93,            0.027366,            0.022543,            0.017291,             0.84414,             0.84149,             0.92329,             0.66237,             0.01727,            0.010675,            0.012861,            0.006964,            0.006964,            0.006964
                  94,            0.026927,            0.021413,            0.017227,             0.86643,             0.83582,             0.92347,             0.67463,            0.016869,            0.010538,            0.012557,            0.006931,            0.006931,            0.006931
                  95,            0.026955,            0.020943,             0.01689,             0.86915,             0.84989,             0.92135,              0.6687,            0.016924,            0.010642,            0.012769,            0.006898,            0.006898,            0.006898
                  96,            0.027449,            0.022474,            0.016135,             0.88896,             0.82566,             0.92256,              0.6785,            0.017263,            0.010788,            0.012907,            0.006865,            0.006865,            0.006865
                  97,             0.02703,            0.021972,            0.016912,             0.84193,             0.80536,             0.91327,             0.65696,            0.017124,            0.010476,            0.014187,            0.006832,            0.006832,            0.006832
                  98,            0.026963,            0.021753,             0.01651,              0.8464,             0.83345,              0.9202,             0.67478,            0.016528,            0.010392,            0.012852,            0.006799,            0.006799,            0.006799
                  99,            0.026427,            0.021693,            0.017512,             0.85438,             0.87521,             0.90663,             0.66507,            0.016935,            0.010214,            0.013471,            0.006766,            0.006766,            0.006766
                 100,            0.027163,            0.021998,            0.016976,              0.8513,             0.80437,             0.91162,              0.6569,            0.017175,            0.010506,            0.013615,            0.006733,            0.006733,            0.006733
                 101,            0.027168,            0.022229,            0.016575,             0.87131,             0.82647,             0.91811,             0.68465,            0.016172,            0.010339,            0.012952,              0.0067,              0.0067,              0.0067
                 102,             0.02642,            0.022057,            0.015823,             0.89702,             0.82649,             0.92176,             0.67991,            0.016867,            0.010418,             0.01334,            0.006667,            0.006667,            0.006667
                 103,            0.026904,            0.021813,            0.016358,             0.86723,             0.84946,             0.91659,             0.67849,            0.017059,            0.010373,            0.013283,            0.006634,            0.006634,            0.006634
                 104,            0.026886,            0.021762,            0.016608,             0.83997,             0.86232,             0.91249,             0.67617,            0.016791,            0.010479,            0.013017,            0.006601,            0.006601,            0.006601
                 105,            0.026114,            0.021088,            0.015805,             0.86365,              0.8664,             0.92689,             0.68544,            0.016592,            0.010255,            0.012106,            0.006568,            0.006568,            0.006568
                 106,            0.026087,             0.02095,            0.015666,             0.83567,             0.89465,             0.93306,              0.6831,            0.016914,            0.010354,             0.01232,            0.006535,            0.006535,            0.006535
                 107,            0.026994,            0.021663,            0.016223,             0.84883,             0.88807,             0.93451,             0.69525,            0.016691,            0.010324,            0.011475,            0.006502,            0.006502,            0.006502
                 108,            0.026302,            0.021425,            0.015706,             0.89443,             0.84646,             0.91984,             0.68702,            0.016442,            0.010246,            0.012549,            0.006469,            0.006469,            0.006469
                 109,             0.02668,             0.02155,            0.016631,             0.87388,             0.86876,             0.93318,             0.69577,            0.016704,            0.010321,            0.011022,            0.006436,            0.006436,            0.006436
                 110,            0.026257,            0.021115,            0.015546,             0.90736,             0.87235,             0.92948,             0.68861,             0.01652,           0.0099277,            0.011398,            0.006403,            0.006403,            0.006403
                 111,            0.025651,            0.021357,            0.015702,             0.90017,             0.88387,             0.94408,             0.69745,            0.016513,            0.010121,             0.01065,             0.00637,             0.00637,             0.00637
                 112,            0.026082,            0.021494,            0.015929,             0.91689,             0.86243,             0.95221,             0.70922,            0.016311,           0.0099858,             0.01036,            0.006337,            0.006337,            0.006337
                 113,            0.026473,            0.021543,            0.014473,             0.89025,             0.87814,              0.9392,             0.69306,            0.016891,            0.010487,            0.010721,            0.006304,            0.006304,            0.006304
                 114,            0.026107,            0.021243,            0.014871,             0.93763,             0.85642,             0.94643,             0.70965,            0.016044,            0.010133,            0.010464,            0.006271,            0.006271,            0.006271
                 115,            0.025827,            0.021359,            0.015049,             0.89577,             0.86233,             0.93544,             0.69637,            0.016391,            0.010184,            0.011594,            0.006238,            0.006238,            0.006238
                 116,            0.026348,            0.022214,            0.015602,              0.9184,             0.85026,             0.94619,              0.7135,            0.016327,            0.010084,              0.0111,            0.006205,            0.006205,            0.006205
                 117,            0.026419,            0.022071,            0.014923,             0.87001,             0.87909,              0.9406,             0.70777,            0.016151,            0.010328,            0.011433,            0.006172,            0.006172,            0.006172
                 118,            0.025739,            0.021053,            0.015338,             0.91047,             0.85424,             0.94694,             0.71061,            0.016356,             0.01012,            0.010095,            0.006139,            0.006139,            0.006139
                 119,            0.026269,            0.022193,             0.01493,             0.87376,             0.87961,             0.93528,             0.69337,             0.01667,            0.010212,            0.011447,            0.006106,            0.006106,            0.006106
                 120,             0.02558,            0.021521,            0.014408,             0.87167,               0.905,             0.93973,              0.7072,            0.016017,            0.010355,            0.010694,            0.006073,            0.006073,            0.006073
                 121,            0.025811,            0.021509,            0.013922,              0.8654,             0.89623,             0.93749,             0.71141,            0.016039,            0.010073,            0.010587,             0.00604,             0.00604,             0.00604
                 122,            0.024936,            0.020945,            0.013977,             0.85758,             0.87183,             0.93911,             0.69514,            0.016594,            0.010337,             0.01054,            0.006007,            0.006007,            0.006007
                 123,            0.025859,             0.02065,            0.014534,             0.83013,             0.88812,             0.93435,             0.70228,            0.016421,            0.010207,            0.012148,            0.005974,            0.005974,            0.005974
                 124,            0.025579,            0.021906,            0.013515,             0.84384,             0.89099,             0.92672,             0.69681,            0.016075,            0.010332,            0.011719,            0.005941,            0.005941,            0.005941
                 125,            0.025768,            0.021358,            0.013777,             0.88451,             0.86165,             0.93309,             0.70043,             0.01633,            0.010159,            0.010125,            0.005908,            0.005908,            0.005908
                 126,            0.025069,            0.021579,            0.014442,              0.8766,             0.87084,             0.93712,             0.70413,            0.016165,            0.010271,            0.011063,            0.005875,            0.005875,            0.005875
                 127,            0.025371,            0.020454,            0.014546,             0.87848,             0.84395,             0.92894,             0.69223,            0.016049,            0.010385,            0.010921,            0.005842,            0.005842,            0.005842
                 128,            0.025922,            0.020828,            0.015219,             0.89318,             0.87377,             0.93388,             0.69402,            0.015991,            0.010205,            0.010363,            0.005809,            0.005809,            0.005809
                 129,             0.02583,            0.021919,            0.014331,             0.86029,             0.90669,              0.9346,             0.69418,            0.015992,            0.010286,            0.010572,            0.005776,            0.005776,            0.005776
                 130,            0.025658,            0.021985,             0.01381,             0.87491,             0.86067,             0.93853,             0.70467,             0.01539,            0.010127,            0.010591,            0.005743,            0.005743,            0.005743
                 131,             0.02531,            0.021269,            0.014331,             0.87425,             0.83648,             0.93316,             0.70602,            0.015847,            0.010098,             0.01113,             0.00571,             0.00571,             0.00571
                 132,            0.025228,            0.021471,            0.012921,             0.86432,             0.85438,             0.93325,             0.69412,            0.015993,           0.0099954,            0.010909,            0.005677,            0.005677,            0.005677
                 133,            0.025395,            0.020992,            0.014497,             0.89616,             0.85917,             0.94147,             0.71199,            0.016002,             0.01012,             0.01009,            0.005644,            0.005644,            0.005644
                 134,            0.024793,            0.021209,            0.014111,             0.86831,             0.84628,             0.93043,             0.70293,            0.016138,            0.010046,            0.010885,            0.005611,            0.005611,            0.005611
                 135,            0.024856,            0.021372,            0.013342,             0.88108,             0.85982,             0.93612,             0.70129,            0.016159,            0.010091,            0.010621,            0.005578,            0.005578,            0.005578
                 136,            0.024896,            0.021468,             0.01291,             0.89442,             0.85637,             0.93933,             0.70381,            0.016019,            0.010288,            0.010041,            0.005545,            0.005545,            0.005545
                 137,            0.024848,             0.02045,            0.013428,              0.8881,               0.826,             0.91812,             0.68843,            0.016269,            0.010387,            0.011553,            0.005512,            0.005512,            0.005512
                 138,            0.024877,            0.020807,            0.013275,              0.8674,             0.86249,             0.93676,             0.71079,            0.015683,            0.010207,            0.010641,            0.005479,            0.005479,            0.005479
                 139,            0.024597,            0.020489,            0.012987,             0.86248,              0.9079,             0.94587,              0.7177,            0.015572,            0.010118,           0.0098676,            0.005446,            0.005446,            0.005446
                 140,            0.024909,            0.020834,            0.012403,             0.88379,             0.86519,              0.9395,              0.7032,            0.015874,            0.010296,           0.0098698,            0.005413,            0.005413,            0.005413
                 141,            0.024669,            0.021353,            0.013454,             0.83587,             0.92765,             0.93524,             0.70225,            0.015873,           0.0099568,            0.010555,             0.00538,             0.00538,             0.00538
                 142,            0.024514,            0.020512,            0.013064,             0.81972,             0.91902,             0.93634,             0.69809,            0.015639,            0.010066,            0.010687,            0.005347,            0.005347,            0.005347
                 143,            0.025401,            0.020916,            0.013384,             0.85058,             0.89261,             0.94083,             0.70787,            0.015715,            0.010157,            0.010434,            0.005314,            0.005314,            0.005314
                 144,            0.024686,            0.020398,            0.013073,             0.88883,             0.87137,             0.93501,             0.69868,            0.016286,            0.010135,            0.010995,            0.005281,            0.005281,            0.005281
                 145,            0.024781,            0.020757,            0.013532,             0.90934,             0.89437,             0.93977,             0.69886,             0.01586,           0.0099816,            0.010372,            0.005248,            0.005248,            0.005248
                 146,            0.024934,            0.020745,            0.013868,              0.8432,             0.87923,             0.93653,             0.71052,            0.015904,           0.0098363,            0.011412,            0.005215,            0.005215,            0.005215
                 147,            0.024698,            0.020771,            0.012885,             0.86714,             0.88315,             0.94277,             0.71475,            0.015676,            0.010025,            0.010667,            0.005182,            0.005182,            0.005182
                 148,            0.024774,            0.020625,            0.012212,             0.90409,             0.84422,             0.93699,             0.70491,            0.015778,            0.010053,            0.011487,            0.005149,            0.005149,            0.005149
                 149,            0.024771,            0.020006,            0.012869,             0.88101,             0.87513,             0.94056,             0.70372,            0.015682,            0.010084,            0.010411,            0.005116,            0.005116,            0.005116
                 150,            0.024701,            0.020332,            0.012888,             0.90953,             0.84209,             0.94333,             0.71259,            0.015676,           0.0099804,            0.010078,            0.005083,            0.005083,            0.005083
                 151,            0.024653,             0.02097,            0.012596,             0.89849,             0.86366,             0.94034,             0.70236,             0.01585,            0.010217,           0.0099391,             0.00505,             0.00505,             0.00505
                 152,            0.024253,            0.020519,            0.012671,             0.89851,             0.86102,             0.93992,             0.70087,            0.015955,            0.010339,            0.010407,            0.005017,            0.005017,            0.005017
                 153,            0.024355,            0.021299,            0.011373,             0.86165,             0.89422,             0.94143,             0.71257,            0.015743,           0.0099828,            0.010815,            0.004984,            0.004984,            0.004984
                 154,            0.024649,            0.020582,            0.012027,             0.86129,             0.88948,             0.93167,             0.70721,            0.015675,           0.0098948,               0.012,            0.004951,            0.004951,            0.004951
                 155,            0.024286,            0.020105,            0.012157,             0.85365,             0.90941,             0.94212,             0.71593,            0.015681,             0.01013,            0.010259,            0.004918,            0.004918,            0.004918
                 156,            0.024094,            0.020475,            0.012381,             0.88645,             0.88958,             0.94908,              0.7119,            0.015939,            0.010271,           0.0099312,            0.004885,            0.004885,            0.004885
                 157,            0.024157,            0.019801,            0.012255,              0.8709,             0.87547,             0.94332,             0.71456,            0.015818,           0.0099933,            0.010962,            0.004852,            0.004852,            0.004852
                 158,            0.023973,            0.020008,            0.011613,             0.82877,              0.9159,             0.94159,             0.71909,            0.015607,           0.0099862,            0.010065,            0.004819,            0.004819,            0.004819
                 159,            0.023638,            0.020497,            0.011026,             0.86416,              0.8942,             0.94072,             0.71631,            0.015441,           0.0096432,            0.010382,            0.004786,            0.004786,            0.004786
                 160,            0.024658,            0.020099,             0.01255,             0.88146,             0.86304,             0.94301,             0.71516,            0.015444,           0.0097179,            0.010817,            0.004753,            0.004753,            0.004753
                 161,            0.024479,             0.01995,            0.013024,             0.88771,             0.88604,             0.94272,             0.71264,            0.015533,           0.0097685,           0.0097959,             0.00472,             0.00472,             0.00472
                 162,            0.024345,            0.020086,            0.012109,             0.87561,             0.86555,             0.94079,             0.71454,            0.015628,           0.0098956,            0.010256,            0.004687,            0.004687,            0.004687
                 163,            0.024063,            0.020203,            0.012006,             0.87378,             0.88977,             0.94939,             0.70824,            0.015942,            0.010085,           0.0098111,            0.004654,            0.004654,            0.004654
                 164,            0.023541,            0.019807,            0.011524,             0.87977,             0.84056,             0.93598,             0.71006,            0.015951,           0.0098795,            0.010624,            0.004621,            0.004621,            0.004621
                 165,             0.02358,            0.020316,            0.011037,             0.86216,             0.90377,             0.94464,             0.71953,            0.015622,            0.010037,           0.0097695,            0.004588,            0.004588,            0.004588
                 166,            0.023886,            0.020256,            0.011403,             0.90008,             0.86263,             0.93302,             0.70486,            0.015658,           0.0098659,            0.010759,            0.004555,            0.004555,            0.004555
